	network	network_description	compute	protocol	k	protocol_description	block_interval	activation_delay	number_activations	activations	incentive_scheme	incentive_scheme_description	strategy	strategy_description	reward	ca_time	ca_height	machine_duration_s	error	version	attacker_compute	attacker_relative_activations	attacker_relative_reward	attacker_efficiency
4077	gamma-0.75-alpha-0.1	1 attacker, alpha=0.1, 4 symmetric defenders, constant propagation delays modeling gamma=0.75. with defender message delay 0.0001)	0.1|0.225|0.225|0.225|0.225	tailstormll	32	Tailstorm/ll with k=32, 'discount' rewards, and 'heuristic' sub block selection	32.0	1.0	10000	1036|2190|2281|2249|2244	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-override-block	SSZ'16-like attack space; override public block a.s.a.p.	346.71875|2060.|2128.34375|2091.78125|2095.15625	9983.47660656	281	1.61464837		local-v0.4-47-g351acb8	0.1	0.1036	0.03975220706260032	0.383708562380312
4078	gamma-0.75-alpha-0.1	1 attacker, alpha=0.1, 4 symmetric defenders, constant propagation delays modeling gamma=0.75. with defender message delay 0.0001)	0.1|0.225|0.225|0.225|0.225	tailstormll	32	Tailstorm/ll with k=32, 'discount' rewards, and 'heuristic' sub block selection	32.0	1.0	10000	1021|2164|2246|2249|2320	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-release-block	SSZ'16-like attack space; release private block a.s.a.p.	406.59375|2044.875|2134.21875|2144.90625|2195.40625	10129.7457422	290	1.586119665		local-v0.4-47-g351acb8	0.1	0.1021	0.045551618866233476	0.4461470995713367
4079	gamma-0.5-alpha-0.5	1 attacker, alpha=0.5, 2 symmetric defenders, constant propagation delays modeling gamma=0.5. with defender message delay 0.0001)	0.5|0.25|0.25	tailstormll	16	Tailstorm/ll with k=16, 'discount' rewards, and 'heuristic' sub block selection	16.0	1.0	10000	5034|2473|2493	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	4854.0625|182.875|177.0625	9997.7535197	345	5.150149554		local-v0.4-47-g351acb8	0.5	0.5034	0.9309671077867281	1.8493585772481689
4080	gamma-0-alpha-0.1	1 attacker, alpha=0.1, 1 symmetric defenders, constant propagation delays modeling gamma=0. with defender message delay 0.0001)	0.1|0.9	tailstormll	32	Tailstorm/ll with k=32, 'discount' rewards, and 'heuristic' sub block selection	32.0	1.0	10000	1008|8992	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	1005.59375|8975.40625	9982.67863218	312	3.33565201		local-v0.4-47-g351acb8	0.1	0.1008	0.1007508015228935	0.9995119198699751
4081	gamma-0.9-alpha-0.1	1 attacker, alpha=0.1, 11 symmetric defenders, constant propagation delays modeling gamma=0.9. with defender message delay 0.0001)	0.1|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182	tailstormll	32	Tailstorm/ll with k=32, 'discount' rewards, and 'heuristic' sub block selection	32.0	1.0	10000	1051|785|780|843|856|785|825|799|807|839|808|822	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	175.59375|755.21875|759.3125|813.15625|830.46875|756.59375|797.34375|775.90625|779.4375|807.|781.125|794.84375	9912.65946179	280	1.97470521		local-v0.4-47-g351acb8	0.09999999999998002	0.1051	0.019895054384772265	0.18929642611581604
4082	gamma-0.9-alpha-0.1	1 attacker, alpha=0.1, 11 symmetric defenders, constant propagation delays modeling gamma=0.9. with defender message delay 0.0001)	0.1|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182	tailstormll	32	Tailstorm/ll with k=32, 'discount' rewards, and 'heuristic' sub block selection	32.0	1.0	10000	1026|839|790|815|761|848|778|799|906|861|815|762	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-release-block	SSZ'16-like attack space; release private block a.s.a.p.	404.90625|796.6875|750.625|771.71875|719.46875|809.34375|745.09375|764.03125|863.6875|807.90625|775.15625|724.375	10065.7334502	290	1.715251106		local-v0.4-47-g351acb8	0.09999999999998002	0.1026	0.04532701779917161	0.4417837992121989
4083	gamma-0.5-alpha-0.1	1 attacker, alpha=0.1, 2 symmetric defenders, constant propagation delays modeling gamma=0.5. with defender message delay 0.0001)	0.1|0.45|0.45	tailstormll	32	Tailstorm/ll with k=32, 'discount' rewards, and 'heuristic' sub block selection	32.0	1.0	10000	1032|4484|4484	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	1029.53125|4476.78125|4474.6875	9926.2027699	312	3.699519816		local-v0.4-47-g351acb8	0.1	0.1032	0.10314910830578099	0.9995068634281103
4084	gamma-0.5-alpha-0.5	1 attacker, alpha=0.5, 2 symmetric defenders, constant propagation delays modeling gamma=0.5. with defender message delay 0.0001)	0.5|0.25|0.25	tailstormll	8	Tailstorm/ll with k=8, 'discount' rewards, and 'optimal' sub block selection	8.0	1.0	10000	4966|2532|2502	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	4847.5|154.125|163.375	10150.1638643	659	16.028015721		local-v0.4-47-g351acb8	0.5	0.4966	0.9385285575992256	1.8899084929505148
4085	gamma-0.9-alpha-0.1	1 attacker, alpha=0.1, 11 symmetric defenders, constant propagation delays modeling gamma=0.9. with defender message delay 0.0001)	0.1|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182	tailstormll	32	Tailstorm/ll with k=32, 'discount' rewards, and 'heuristic' sub block selection	32.0	1.0	10000	987|850|835|857|793|835|813|806|802|787|827|808	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-override-block	SSZ'16-like attack space; override public block a.s.a.p.	393.0625|792.8125|772.46875|798.90625|739.21875|770.25|751.28125|753.8125|743.0625|733.625|770.03125|742.46875	10130.396935	283	2.197012486		local-v0.4-47-g351acb8	0.09999999999998002	0.0987	0.044865026823421986	0.4545595422839107
4086	gamma-0-alpha-0.2	1 attacker, alpha=0.2, 1 symmetric defenders, constant propagation delays modeling gamma=0. with defender message delay 0.0001)	0.2|0.8	tailstormll	32	Tailstorm/ll with k=32, 'discount' rewards, and 'heuristic' sub block selection	32.0	1.0	10000	2013|7987	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	889.46875|6534.53125	9815.34755067	253	1.470857638		local-v0.4-47-g351acb8	0.2	0.2013	0.11980990705818965	0.5951808597028795
4087	gamma-0-alpha-0.2	1 attacker, alpha=0.2, 1 symmetric defenders, constant propagation delays modeling gamma=0. with defender message delay 0.0001)	0.2|0.8	tailstormll	32	Tailstorm/ll with k=32, 'discount' rewards, and 'heuristic' sub block selection	32.0	1.0	10000	2045|7955	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-release-block	SSZ'16-like attack space; release private block a.s.a.p.	1389.4375|6290.5625	9902.34999566	285	1.364075082		local-v0.4-47-g351acb8	0.2	0.2045	0.18091634114583333	0.8846764848207009
4088	gamma-0-alpha-0.2	1 attacker, alpha=0.2, 1 symmetric defenders, constant propagation delays modeling gamma=0. with defender message delay 0.0001)	0.2|0.8	tailstormll	32	Tailstorm/ll with k=32, 'discount' rewards, and 'heuristic' sub block selection	32.0	1.0	10000	1947|8053	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-override-block	SSZ'16-like attack space; override public block a.s.a.p.	909.15625|6610.84375	9746.19798862	258	2.200984783		local-v0.4-47-g351acb8	0.2	0.1947	0.1208984375	0.6209472907036466
4089	gamma-0.5-alpha-0.2	1 attacker, alpha=0.2, 2 symmetric defenders, constant propagation delays modeling gamma=0.5. with defender message delay 0.0001)	0.2|0.4|0.4	tailstormll	32	Tailstorm/ll with k=32, 'discount' rewards, and 'heuristic' sub block selection	32.0	1.0	10000	1973|4003|4024	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	822.875|3312.15625|3338.96875	10028.5148283	254	1.52629445		local-v0.4-47-g351acb8	0.2	0.1973	0.1100983409151726	0.5580250426516604
4090	gamma-0.9-alpha-0.5	1 attacker, alpha=0.5, 11 symmetric defenders, constant propagation delays modeling gamma=0.9. with defender message delay 0.0001)	0.5|0.0454545454545|0.0454545454545|0.0454545454545|0.0454545454545|0.0454545454545|0.0454545454545|0.0454545454545|0.0454545454545|0.0454545454545|0.0454545454545|0.0454545454545	tailstormll	16	Tailstorm/ll with k=16, 'discount' rewards, and 'heuristic' sub block selection	16.0	1.0	10000	5004|410|478|466|455|435|447|427|465|475|482|456	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	4778.0625|40.75|49.5625|45.3125|41.|54.|39.25|37.375|42.75|44.0625|48.5|41.375	9915.54576493	354	6.803755345		local-v0.4-47-g351acb8	0.50000000000025	0.5004	0.9080316419612314	1.8146115946467456
4091	gamma-0.75-alpha-0.1	1 attacker, alpha=0.1, 4 symmetric defenders, constant propagation delays modeling gamma=0.75. with defender message delay 0.0001)	0.1|0.225|0.225|0.225|0.225	tailstormll	32	Tailstorm/ll with k=32, 'discount' rewards, and 'heuristic' sub block selection	32.0	1.0	10000	978|2253|2328|2276|2165	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	973.59375|2248.84375|2323.1875|2272.28125|2162.09375	9960.39571563	312	4.439317393		local-v0.4-47-g351acb8	0.1	0.0978	0.09755448396793587	0.9974896111240886
4092	gamma-0.5-alpha-0.2	1 attacker, alpha=0.2, 2 symmetric defenders, constant propagation delays modeling gamma=0.5. with defender message delay 0.0001)	0.2|0.4|0.4	tailstormll	32	Tailstorm/ll with k=32, 'discount' rewards, and 'heuristic' sub block selection	32.0	1.0	10000	1948|4007|4045	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-release-block	SSZ'16-like attack space; release private block a.s.a.p.	1273.03125|3300.53125|3309.4375	9993.53392633	287	1.94611565		local-v0.4-47-g351acb8	0.2	0.1948	0.1614907078523405	0.8290077405150948
4093	gamma-0.5-alpha-0.2	1 attacker, alpha=0.2, 2 symmetric defenders, constant propagation delays modeling gamma=0.5. with defender message delay 0.0001)	0.2|0.4|0.4	tailstormll	32	Tailstorm/ll with k=32, 'discount' rewards, and 'heuristic' sub block selection	32.0	1.0	10000	1991|4049|3960	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-override-block	SSZ'16-like attack space; override public block a.s.a.p.	923.84375|3301.75|3251.40625	10048.4311723	257	2.052497923		local-v0.4-47-g351acb8	0.2	0.1991	0.12355807810619232	0.6205830140943863
4094	gamma-0.75-alpha-0.2	1 attacker, alpha=0.2, 4 symmetric defenders, constant propagation delays modeling gamma=0.75. with defender message delay 0.0001)	0.2|0.2|0.2|0.2|0.2	tailstormll	32	Tailstorm/ll with k=32, 'discount' rewards, and 'heuristic' sub block selection	32.0	1.0	10000	2034|1950|2110|1982|1924	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	1005.875|1537.625|1681.125|1555.625|1527.75	10033.3216776	252	1.882388781		local-v0.4-47-g351acb8	0.2	0.2034	0.13764025725232623	0.6766974299524396
4095	gamma-0.75-alpha-0.2	1 attacker, alpha=0.2, 4 symmetric defenders, constant propagation delays modeling gamma=0.75. with defender message delay 0.0001)	0.2|0.2|0.2|0.2|0.2	tailstormll	32	Tailstorm/ll with k=32, 'discount' rewards, and 'heuristic' sub block selection	32.0	1.0	10000	1997|2082|2032|1877|2012	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-override-block	SSZ'16-like attack space; override public block a.s.a.p.	1047.0625|1644.34375|1588.84375|1466.375|1579.375	9777.78652634	257	2.117892448		local-v0.4-47-g351acb8	0.2	0.1997	0.14292417417417416	0.7156944124896053
4096	gamma-0.75-alpha-0.2	1 attacker, alpha=0.2, 4 symmetric defenders, constant propagation delays modeling gamma=0.75. with defender message delay 0.0001)	0.2|0.2|0.2|0.2|0.2	tailstormll	32	Tailstorm/ll with k=32, 'discount' rewards, and 'heuristic' sub block selection	32.0	1.0	10000	2021|2044|1913|1952|2070	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-release-block	SSZ'16-like attack space; release private block a.s.a.p.	1272.6875|1645.96875|1577.65625|1580.5|1683.1875	10156.2316034	284	2.24064708		local-v0.4-47-g351acb8	0.2	0.2021	0.1640061211340206	0.8115097532608639
4097	gamma-0-alpha-0.2	1 attacker, alpha=0.2, 1 symmetric defenders, constant propagation delays modeling gamma=0. with defender message delay 0.0001)	0.2|0.8	tailstormll	32	Tailstorm/ll with k=32, 'discount' rewards, and 'heuristic' sub block selection	32.0	1.0	10000	1969|8031	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	1964.0625|8014.9375	10045.9120182	312	4.168367607		local-v0.4-47-g351acb8	0.2	0.1969	0.19681957109930856	0.9995915241204092
4098	gamma-0.9-alpha-0.1	1 attacker, alpha=0.1, 11 symmetric defenders, constant propagation delays modeling gamma=0.9. with defender message delay 0.0001)	0.1|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182|0.0818181818182	tailstormll	32	Tailstorm/ll with k=32, 'discount' rewards, and 'heuristic' sub block selection	32.0	1.0	10000	1024|779|858|859|844|779|787|802|802|837|813|816	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	1021.|776.|857.|859.|842.|777.|786.|801.|801.|837.|812.|815.	9915.40821683	312	5.354820713		local-v0.4-47-g351acb8	0.09999999999998002	0.1024	0.10226362179487179	0.9986681815905448
4099	gamma-0.9-alpha-0.2	1 attacker, alpha=0.2, 11 symmetric defenders, constant propagation delays modeling gamma=0.9. with defender message delay 0.0001)	0.2|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273	tailstormll	32	Tailstorm/ll with k=32, 'discount' rewards, and 'heuristic' sub block selection	32.0	1.0	10000	2052|728|764|761|716|715|734|685|725|720|693|707	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	865.28125|599.5625|632.71875|622.28125|591.78125|577.4375|608.75|558.46875|590.25|593.5625|554.625|576.28125	10038.8373922	251	2.489047673		local-v0.4-47-g351acb8	0.19999999999994006	0.2052	0.11738994030660697	0.5720757324883381
4100	gamma-0-alpha-0.25	1 attacker, alpha=0.25, 1 symmetric defenders, constant propagation delays modeling gamma=0. with defender message delay 0.0001)	0.25|0.75	tailstormll	32	Tailstorm/ll with k=32, 'discount' rewards, and 'heuristic' sub block selection	32.0	1.0	10000	2540|7460	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	1558.03125|4912.96875	10233.3691697	238	1.792180557		local-v0.4-47-g351acb8	0.25	0.254	0.24077132591562356	0.9479186059670218
4101	gamma-0.5-alpha-0.2	1 attacker, alpha=0.2, 2 symmetric defenders, constant propagation delays modeling gamma=0.5. with defender message delay 0.0001)	0.2|0.4|0.4	tailstormll	32	Tailstorm/ll with k=32, 'discount' rewards, and 'heuristic' sub block selection	32.0	1.0	10000	1940|4030|4030	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	1934.4375|4021.09375|4021.46875	9828.53242261	312	4.779269886		local-v0.4-47-g351acb8	0.2	0.194	0.19388969630149344	0.9994314242345023
4102	gamma-0.9-alpha-0.2	1 attacker, alpha=0.2, 11 symmetric defenders, constant propagation delays modeling gamma=0.9. with defender message delay 0.0001)	0.2|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273	tailstormll	32	Tailstorm/ll with k=32, 'discount' rewards, and 'heuristic' sub block selection	32.0	1.0	10000	1885|738|751|741|730|683|766|726|742|727|758|753	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-release-block	SSZ'16-like attack space; release private block a.s.a.p.	1182.875|609.84375|618.9375|607.4375|602.3125|560.1875|641.78125|592.1875|610.84375|598.3125|628.96875|614.3125	9778.88799299	284	2.975309203		local-v0.4-47-g351acb8	0.19999999999994006	0.1885	0.15033998474834773	0.7975596007869906
4103	gamma-0.9-alpha-0.2	1 attacker, alpha=0.2, 11 symmetric defenders, constant propagation delays modeling gamma=0.9. with defender message delay 0.0001)	0.2|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273	tailstormll	32	Tailstorm/ll with k=32, 'discount' rewards, and 'heuristic' sub block selection	32.0	1.0	10000	2054|723|743|708|746|718|689|698|698|730|765|728	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-override-block	SSZ'16-like attack space; override public block a.s.a.p.	1368.5625|511.625|527.0625|504.53125|523.5|535.53125|508.4375|495.28125|510.8125|532.96875|556.9375|539.75	9995.5354257	258	3.147666841		local-v0.4-47-g351acb8	0.19999999999994006	0.2054	0.19234891075193253	0.9364601302430989
4104	gamma-0-alpha-0.25	1 attacker, alpha=0.25, 1 symmetric defenders, constant propagation delays modeling gamma=0. with defender message delay 0.0001)	0.25|0.75	tailstormll	32	Tailstorm/ll with k=32, 'discount' rewards, and 'heuristic' sub block selection	32.0	1.0	10000	2473|7527	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-override-block	SSZ'16-like attack space; override public block a.s.a.p.	1338.59375|5499.40625	9956.56599238	248	2.585314768		local-v0.4-47-g351acb8	0.25	0.2473	0.19575807984790874	0.7915813984953851
4105	gamma-0-alpha-0.25	1 attacker, alpha=0.25, 1 symmetric defenders, constant propagation delays modeling gamma=0. with defender message delay 0.0001)	0.25|0.75	tailstormll	32	Tailstorm/ll with k=32, 'discount' rewards, and 'heuristic' sub block selection	32.0	1.0	10000	2464|7536	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-release-block	SSZ'16-like attack space; release private block a.s.a.p.	1664.4375|5729.5625	9968.29004087	288	2.032942107		local-v0.4-47-g351acb8	0.25	0.2464	0.22510650527454693	0.913581596081765
4106	gamma-0.5-alpha-0.25	1 attacker, alpha=0.25, 2 symmetric defenders, constant propagation delays modeling gamma=0.5. with defender message delay 0.0001)	0.25|0.375|0.375	tailstormll	32	Tailstorm/ll with k=32, 'discount' rewards, and 'heuristic' sub block selection	32.0	1.0	10000	2482|3790|3728	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	1436.21875|2576.375|2544.40625	9991.30106456	239	1.768746951		local-v0.4-47-g351acb8	0.25	0.2482	0.21903595394235167	0.8824977999288948
4107	gamma-0.9-alpha-0.2	1 attacker, alpha=0.2, 11 symmetric defenders, constant propagation delays modeling gamma=0.9. with defender message delay 0.0001)	0.2|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273|0.0727272727273	tailstormll	32	Tailstorm/ll with k=32, 'discount' rewards, and 'heuristic' sub block selection	32.0	1.0	10000	1960|710|730|721|734|745|772|714|709|691|760|754	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	1953.875|709.375|728.125|720.1875|729.8125|744.3125|771.|710.1875|706.375|689.46875|758.1875|752.09375	10093.3355721	312	4.077433668		local-v0.4-47-g351acb8	0.19999999999994006	0.196	0.19591647448109897	0.999573849393362
4108	gamma-0.5-alpha-0.25	1 attacker, alpha=0.25, 2 symmetric defenders, constant propagation delays modeling gamma=0.5. with defender message delay 0.0001)	0.25|0.375|0.375	tailstormll	32	Tailstorm/ll with k=32, 'discount' rewards, and 'heuristic' sub block selection	32.0	1.0	10000	2477|3790|3733	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-release-block	SSZ'16-like attack space; release private block a.s.a.p.	1724.5|2800.84375|2785.65625	9877.2536106	288	2.148725024		local-v0.4-47-g351acb8	0.25	0.2477	0.23587744494597182	0.9522706699474034
4109	gamma-0.75-alpha-0.2	1 attacker, alpha=0.2, 4 symmetric defenders, constant propagation delays modeling gamma=0.75. with defender message delay 0.0001)	0.2|0.2|0.2|0.2|0.2	tailstormll	32	Tailstorm/ll with k=32, 'discount' rewards, and 'heuristic' sub block selection	32.0	1.0	10000	2014|2023|1963|2013|1987	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	2006.71875|2014.84375|1959.65625|2008.625|1978.15625	9869.90915937	312	5.095029036		local-v0.4-47-g351acb8	0.2	0.2014	0.20131608647672553	0.9995833489410404
4110	gamma-0.5-alpha-0.25	1 attacker, alpha=0.25, 2 symmetric defenders, constant propagation delays modeling gamma=0.5. with defender message delay 0.0001)	0.25|0.375|0.375	tailstormll	32	Tailstorm/ll with k=32, 'discount' rewards, and 'heuristic' sub block selection	32.0	1.0	10000	2546|3746|3708	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-override-block	SSZ'16-like attack space; override public block a.s.a.p.	1577.96875|2528.125|2503.90625	10143.6619172	248	2.364145292		local-v0.4-47-g351acb8	0.25	0.2546	0.23872447049924356	0.9376452101305718
4111	gamma-0.75-alpha-0.25	1 attacker, alpha=0.25, 4 symmetric defenders, constant propagation delays modeling gamma=0.75. with defender message delay 0.0001)	0.25|0.1875|0.1875|0.1875|0.1875	tailstormll	32	Tailstorm/ll with k=32, 'discount' rewards, and 'heuristic' sub block selection	32.0	1.0	10000	2519|1910|1927|1815|1829	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	1401.3125|1331.75|1369.53125|1268.34375|1262.0625	9997.10674698	238	1.987169272		local-v0.4-47-g351acb8	0.25	0.2519	0.21126375697271219	0.8386810518964358
4112	gamma-0.75-alpha-0.25	1 attacker, alpha=0.25, 4 symmetric defenders, constant propagation delays modeling gamma=0.75. with defender message delay 0.0001)	0.25|0.1875|0.1875|0.1875|0.1875	tailstormll	32	Tailstorm/ll with k=32, 'discount' rewards, and 'heuristic' sub block selection	32.0	1.0	10000	2589|1883|1832|1823|1873	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-release-block	SSZ'16-like attack space; release private block a.s.a.p.	1845.0625|1355.65625|1332.25|1323.0625|1348.96875	9975.26964572	289	2.383107511		local-v0.4-47-g351acb8	0.25	0.2589	0.25608084663428177	0.9891110337361211
4113	gamma-0.75-alpha-0.25	1 attacker, alpha=0.25, 4 symmetric defenders, constant propagation delays modeling gamma=0.75. with defender message delay 0.0001)	0.25|0.1875|0.1875|0.1875|0.1875	tailstormll	32	Tailstorm/ll with k=32, 'discount' rewards, and 'heuristic' sub block selection	32.0	1.0	10000	2499|1963|1786|1932|1820	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-override-block	SSZ'16-like attack space; override public block a.s.a.p.	1543.46875|1313.46875|1220.5625|1331.25|1241.25	9899.89779031	248	2.586454161		local-v0.4-47-g351acb8	0.25	0.2499	0.23210056390977443	0.9287737651451557
4114	gamma-0-alpha-0.25	1 attacker, alpha=0.25, 1 symmetric defenders, constant propagation delays modeling gamma=0. with defender message delay 0.0001)	0.25|0.75	tailstormll	32	Tailstorm/ll with k=32, 'discount' rewards, and 'heuristic' sub block selection	32.0	1.0	10000	2516|7484	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-honest	SSZ'16-like attack space; emulate honest behaviour	2508.21875|7462.78125	9924.93445874	312	4.496267562		local-v0.4-47-g351acb8	0.25	0.2516	0.25155137398455524	0.9998067328479938
4115	gamma-0.9-alpha-0.25	1 attacker, alpha=0.25, 11 symmetric defenders, constant propagation delays modeling gamma=0.9. with defender message delay 0.0001)	0.25|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818	tailstormll	32	Tailstorm/ll with k=32, 'discount' rewards, and 'heuristic' sub block selection	32.0	1.0	10000	2559|647|658|680|702|679|738|630|678|658|671|700	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	1509.5625|420.59375|437.375|431.0625|474.6875|442.96875|480.59375|417.59375|438.1875|443.4375|446.46875|478.46875	9921.23897594	237	2.65852184		local-v0.4-47-g351acb8	0.25000000000004996	0.2559	0.23509772621087058	0.9187093638564696
4116	gamma-0-alpha-0.33	1 attacker, alpha=0.33, 1 symmetric defenders, constant propagation delays modeling gamma=0. with defender message delay 0.0001)	0.33|0.67	tailstormll	32	Tailstorm/ll with k=32, 'discount' rewards, and 'heuristic' sub block selection	32.0	1.0	10000	3402|6598	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-override-catchup	SSZ'16-like attack space; override public head just before defender catches up	2534.0625|2824.9375	10058.1179387	212	1.827615095		local-v0.4-47-g351acb8	0.33	0.3402	0.47286107482739315	1.3899502493456588
4117	gamma-0.9-alpha-0.25	1 attacker, alpha=0.25, 11 symmetric defenders, constant propagation delays modeling gamma=0.9. with defender message delay 0.0001)	0.25|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818|0.0681818181818	tailstormll	32	Tailstorm/ll with k=32, 'discount' rewards, and 'heuristic' sub block selection	32.0	1.0	10000	2509|728|617|712|670|672|695|686|712|644|696|659	discount	max k per confirmed block, d/k per confirmed pow solution (d ∊ 1..k = height since last block)	ssz-override-block	SSZ'16-like attack space; override public block a.s.a.p.	1674.78125|484.40625|393.59375|465.84375|446.6875|428.59375|453.34375|443.375|453.53125|420.25|464.53125|426.0625	10048.2455935	249	2.260025302		local-v0.4-47-g351acb8	0.25000000000004996	0.2509	0.25549675819984746	1.0183210769224689
