network	network_description	compute	protocol	k	protocol_description	block_interval	activation_delay	number_activations	activations	incentive_scheme	incentive_scheme_description	strategy	strategy_description	reward	machine_duration_s	error	
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	4	George's protocol with k=4	120.	30.	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	hybrid	max k per confirmed block, d/k per pow solution on longest chain of votes (d ∊ 1..k = height since last block)	none		17250.5|34461.75|52136.75|69899.|87158.25|104553.25|122848.75|140108.25|157035.25|175867.25	29.046179413		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	4	George's protocol with k=4	120.	30.	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	block	1 per confirmed block	none		4478.|8884.|13375.|17777.|22343.|26765.|31434.|35825.|40406.|45100.	30.122331664		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	8	Bₖ with k=8	120.	15.	1000000	18272|36533|54372|72762|90541|109416|126849|145622|163674|181959	constant	1 per confirmed pow solution	none		17992.|35946.|53563.|71688.|89278.|107890.|125172.|143679.|161532.|179684.	24.140398679		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	8	Bₖ with k=8	120.	15.	1000000	18272|36533|54372|72762|90541|109416|126849|145622|163674|181959	block	1 per confirmed block	none		2229.|4422.|6624.|8797.|11174.|13588.|15595.|17905.|20322.|22647.	25.409297716		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	1	Bₖ with k=1	600.	600.	1000000	18067|36552|54663|72357|90827|109400|127607|145149|164015|181363	constant	1 per confirmed pow solution	none		18038.|36482.|54563.|72231.|90684.|109221.|127389.|144910.|163747.|181068.	51.193001948		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	1	Bₖ with k=1	600.	600.	1000000	18067|36552|54663|72357|90827|109400|127607|145149|164015|181363	block	1 per confirmed block	none		18038.|36482.|54563.|72231.|90684.|109221.|127389.|144910.|163747.|181068.	53.46839319		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	2	Bₖ with k=2	60.	30.	1000000	18250|36117|54785|72415|90617|109544|127992|145482|163292|181506	constant	1 per confirmed pow solution	none		17758.|35170.|53453.|70640.|88507.|106964.|125145.|142259.|159832.|177728.	51.631418432		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	2	Bₖ with k=2	60.	30.	1000000	18250|36117|54785|72415|90617|109544|127992|145482|163292|181506	block	1 per confirmed block	none		8990.|17517.|26981.|35552.|44426.|53453.|62223.|71020.|80158.|88408.	53.610938665		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	4	Bₖ with k=4	120.	30.	1000000	18073|36737|54727|72918|90649|108897|127797|145416|163635|181151	constant	1 per confirmed pow solution	none		17832.|36210.|53900.|71865.|89462.|107462.|126160.|143532.|161582.|178947.	38.754219233		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	4	Bₖ with k=4	120.	30.	1000000	18073|36737|54727|72918|90649|108897|127797|145416|163635|181151	block	1 per confirmed block	none		4459.|9120.|13355.|17875.|22220.|26639.|31798.|36020.|40311.|44941.	39.800526213		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	1	Bₖ with k=1	300.	300.	1000000	18067|36552|54663|72357|90827|109400|127607|145149|164015|181363	constant	1 per confirmed pow solution	none		18010.|36427.|54438.|72107.|90514.|109037.|127151.|144659.|163477.|180785.	52.811345543		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	1	Bₖ with k=1	300.	300.	1000000	18067|36552|54663|72357|90827|109400|127607|145149|164015|181363	block	1 per confirmed block	none		18010.|36427.|54438.|72107.|90514.|109037.|127151.|144659.|163477.|180785.	55.503716819		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	4	Bₖ with k=4	600.	150.	1000000	18301|36452|54640|72869|90656|109108|127305|145275|163395|181999	constant	1 per confirmed pow solution	none		18259.|36338.|54484.|72669.|90400.|108817.|126985.|144924.|162941.|181551.	39.94133209		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	4	Bₖ with k=4	600.	150.	1000000	18301|36452|54640|72869|90656|109108|127305|145275|163395|181999	block	1 per confirmed block	none		4525.|9102.|13543.|18257.|22688.|26981.|31734.|36478.|40457.|45577.	41.080351773		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	8	George's protocol with k=8	120.	15.	1000000	18018|36372|54297|72980|91022|108971|126943|145592|163277|182528	constant	max k per confirmed block, d/k per pow solution on longest chain of votes (d ∊ 1..k = height since last block)	none		17684.|35767.|53386.|71791.|89607.|107313.|125041.|143612.|161083.|180308.	15.003781583		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	8	George's protocol with k=8	120.	15.	1000000	18018|36372|54297|72980|91022|108971|126943|145592|163277|182528	discount	1 per confirmed pow solution	none		16958.375|34274.125|51165.|68827.|85951.125|102912.5|119960.875|137860.125|154599.75|173123.125	15.683302912		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	8	George's protocol with k=8	120.	15.	1000000	18018|36372|54297|72980|91022|108971|126943|145592|163277|182528	punish	max k per confirmed block, 1 per pow solution on longest chain of votes	none		16764.|34032.|50811.|68600.|85721.|102752.|120019.|138021.|155038.|173874.	16.455292728		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	8	George's protocol with k=8	120.	15.	1000000	18018|36372|54297|72980|91022|108971|126943|145592|163277|182528	hybrid	max k per confirmed block, d/k per pow solution on longest chain of votes (d ∊ 1..k = height since last block)	none		16179.125|32803.75|48976.625|66126.5|82665.|99048.625|115707.375|133111.125|149474.25|167662.875	17.137101348		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	8	George's protocol with k=8	120.	15.	1000000	18018|36372|54297|72980|91022|108971|126943|145592|163277|182528	block	1 per confirmed block	none		2229.|4441.|6554.|9049.|11173.|13388.|15510.|18028.|20349.|22478.	17.822265417		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	1	Bₖ with k=1	60.	60.	1000000	18067|36552|54663|72357|90827|109400|127607|145149|164015|181363	constant	1 per confirmed pow solution	none		17744.|35885.|53680.|71134.|89352.|107544.|125436.|142817.|161412.|178582.	57.748530273		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	1	Bₖ with k=1	60.	60.	1000000	18067|36552|54663|72357|90827|109400|127607|145149|164015|181363	block	1 per confirmed block	none		17744.|35885.|53680.|71134.|89352.|107544.|125436.|142817.|161412.|178582.	60.291909404		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	8	George's protocol with k=8	60.	7.5	1000000	17894|36137|54479|72769|91073|109391|127215|145399|163587|182056	constant	max k per confirmed block, d/k per pow solution on longest chain of votes (d ∊ 1..k = height since last block)	none		17218.|34795.|52693.|70499.|88226.|106150.|123456.|141447.|159235.|177577.	21.813574914		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	8	George's protocol with k=8	60.	7.5	1000000	17894|36137|54479|72769|91073|109391|127215|145399|163587|182056	discount	1 per confirmed pow solution	none		15881.75|32099.75|48624.875|65149.5|81567.375|98118.25|114159.375|130877.375|147410.625|164428.125	23.436470738		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	8	George's protocol with k=8	60.	7.5	1000000	17894|36137|54479|72769|91073|109391|127215|145399|163587|182056	punish	max k per confirmed block, 1 per pow solution on longest chain of votes	none		15582.|31631.|48046.|64603.|81149.|97904.|114064.|131283.|148199.|165856.	24.439461792		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	8	George's protocol with k=8	60.	7.5	1000000	17894|36137|54479|72769|91073|109391|127215|145399|163587|182056	hybrid	max k per confirmed block, d/k per pow solution on longest chain of votes (d ∊ 1..k = height since last block)	none		14536.|29496.|44798.625|60297.625|75735.75|91315.125|106430.875|122503.25|138316.125|154761.25	25.394362435		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	8	George's protocol with k=8	60.	7.5	1000000	17894|36137|54479|72769|91073|109391|127215|145399|163587|182056	block	1 per confirmed block	none		2114.|4231.|6440.|8850.|10946.|13281.|15239.|17832.|20061.|22418.	25.859114164		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	8	Bₖ with k=8	30.	3.75	1000000	18477|36135|54322|72523|90560|108987|127439|145588|163864|182105	constant	1 per confirmed pow solution	none		17420.|34010.|51210.|68432.|85563.|103103.|120791.|138228.|155837.|173238.	37.031638371		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	8	Bₖ with k=8	30.	3.75	1000000	18477|36135|54322|72523|90560|108987|127439|145588|163864|182105	block	1 per confirmed block	none		2149.|4202.|6484.|8544.|10846.|12820.|15197.|17172.|19342.|21723.	38.090646419		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	8	Bₖ with k=8	300.	37.5	1000000	18155|36321|54461|72654|91080|109493|127473|144990|163131|182242	constant	1 per confirmed pow solution	none		18033.|36090.|54124.|72232.|90514.|108887.|126750.|144210.|162299.|181285.	35.055368888		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	8	Bₖ with k=8	300.	37.5	1000000	18155|36321|54461|72654|91080|109493|127473|144990|163131|182242	block	1 per confirmed block	none		2208.|4508.|6792.|8979.|11357.|13591.|15702.|18158.|20328.|22680.	36.133487055		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	8	George's protocol with k=8	30.	3.75	1000000	18085|36219|54449|72940|90920|109080|126831|145664|163067|182745	constant	max k per confirmed block, d/k per pow solution on longest chain of votes (d ∊ 1..k = height since last block)	none		16904.|33804.|50904.|68394.|85218.|102621.|119771.|137812.|154707.|173993.	21.153098607		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	8	George's protocol with k=8	30.	3.75	1000000	18085|36219|54449|72940|90920|109080|126831|145664|163067|182745	discount	1 per confirmed pow solution	none		14596.875|29217.375|43975.875|59194.375|73784.625|88912.|103798.375|119485.625|134383.875|151229.	23.046495409		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	8	George's protocol with k=8	30.	3.75	1000000	18085|36219|54449|72940|90920|109080|126831|145664|163067|182745	punish	max k per confirmed block, 1 per pow solution on longest chain of votes	none		14060.|28372.|42967.|58444.|72909.|88635.|103777.|120229.|135614.|153571.	24.789447866		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	8	George's protocol with k=8	30.	3.75	1000000	18085|36219|54449|72940|90920|109080|126831|145664|163067|182745	hybrid	max k per confirmed block, d/k per pow solution on longest chain of votes (d ∊ 1..k = height since last block)	none		12371.125|24975.875|37763.5|51405.75|64152.875|77971.25|91291.75|105709.|119432.|135197.625	26.32265436		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	8	George's protocol with k=8	30.	3.75	1000000	18085|36219|54449|72940|90920|109080|126831|145664|163067|182745	block	1 per confirmed block	none		2046.|4089.|6166.|8516.|10696.|12835.|14776.|17257.|19706.|21929.	27.42187757		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	16	Bₖ with less leader modification with k=16	300.	18.75	1000000	17892|36353|54322|72909|90970|109295|127121|145226|163571|182341	constant	1 per confirmed pow solution	none		17762.|36099.|53940.|72398.|90435.|108619.|126357.|144427.|162715.|181456.	12.436468914		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	16	Bₖ with less leader modification with k=16	300.	18.75	1000000	17892|36353|54322|72909|90970|109295|127121|145226|163571|182341	block	1 per confirmed block	none		1102.|2264.|3307.|4559.|5661.|6851.|7937.|9013.|10119.|11325.	13.864023909		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	4	Bₖ with k=4	300.	75.	1000000	18296|36047|54500|72841|90772|108589|127419|145202|163473|182861	constant	1 per confirmed pow solution	none		18190.|35851.|54178.|72432.|90267.|107995.|126728.|144444.|162689.|181958.	45.800356045		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	4	Bₖ with k=4	300.	75.	1000000	18296|36047|54500|72841|90772|108589|127419|145202|163473|182861	block	1 per confirmed block	none		4668.|8885.|13627.|18228.|22311.|26927.|31746.|36437.|40360.|45494.	48.340330783		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	16	Bₖ with less leader modification with k=16	120.	7.5	1000000	18018|36372|54297|72980|91022|108971|126943|145592|163277|182528	constant	1 per confirmed pow solution	none		17679.|35759.|53296.|71815.|89506.|107334.|125092.|143583.|161129.|180135.	14.367822191		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	16	Bₖ with less leader modification with k=16	120.	7.5	1000000	18018|36372|54297|72980|91022|108971|126943|145592|163277|182528	block	1 per confirmed block	none		1054.|2202.|3215.|4420.|5609.|6732.|7786.|9011.|10283.|11271.	15.566677774		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	8	George's protocol with k=8	300.	37.5	1000000	17879|36259|54336|72895|90811|109502|126989|145606|163560|182163	constant	max k per confirmed block, d/k per pow solution on longest chain of votes (d ∊ 1..k = height since last block)	none		17765.|35996.|53985.|72448.|90282.|108819.|126209.|144764.|162710.|181262.	20.174982968		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	8	George's protocol with k=8	300.	37.5	1000000	17879|36259|54336|72895|90811|109502|126989|145606|163560|182163	discount	1 per confirmed pow solution	none		17461.25|35354.875|53053.875|71226.125|88744.5|106952.875|124098.625|142341.|159992.|178262.875	21.739352322		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	8	George's protocol with k=8	300.	37.5	1000000	17879|36259|54336|72895|90811|109502|126989|145606|163560|182163	punish	max k per confirmed block, 1 per pow solution on longest chain of votes	none		17409.|35221.|52902.|71125.|88665.|106913.|124130.|142369.|160126.|178628.	23.205526154		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	8	George's protocol with k=8	300.	37.5	1000000	17879|36259|54336|72895|90811|109502|126989|145606|163560|182163	hybrid	max k per confirmed block, d/k per pow solution on longest chain of votes (d ∊ 1..k = height since last block)	none		17154.5|34684.875|52117.125|70085.5|87348.375|105305.5|122302.625|140271.75|157763.|175983.5	24.772044885		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	8	George's protocol with k=8	300.	37.5	1000000	17879|36259|54336|72895|90811|109502|126989|145606|163560|182163	block	1 per confirmed block	none		2252.|4566.|6762.|8974.|11254.|13702.|15677.|18121.|20434.|22538.	25.740441087		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	16	Bₖ with k=16	120.	7.5	1000000	18302|36525|53689|72933|91145|109202|126813|145499|164273|181619	constant	1 per confirmed pow solution	none		18001.|35993.|52880.|71855.|89797.|107556.|125059.|143517.|162082.|179196.	23.909332321		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	16	Bₖ with k=16	120.	7.5	1000000	18302|36525|53689|72933|91145|109202|126813|145499|164273|181619	block	1 per confirmed block	none		1086.|2259.|3271.|4564.|5654.|6681.|7859.|8861.|10300.|11086.	25.17718891		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	8	Bₖ with k=8	60.	7.5	1000000	18023|36655|54590|72807|90512|108947|127868|144819|163727|182052	constant	1 per confirmed pow solution	none		17488.|35568.|52937.|70704.|87935.|105953.|124382.|140952.|159556.|177573.	43.94056846		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	8	Bₖ with k=8	60.	7.5	1000000	18023|36655|54590|72807|90512|108947|127868|144819|163727|182052	block	1 per confirmed block	none		2163.|4500.|6535.|8929.|11039.|13238.|15551.|17496.|19998.|22182.	46.200987933		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	16	Bₖ with less leader modification with k=16	60.	3.75	1000000	18109|36229|54455|72958|90923|109066|126878|145594|162994|182794	constant	1 per confirmed pow solution	none		17460.|34967.|52646.|70692.|88060.|105764.|123333.|141522.|158598.|178286.	21.811249993		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	16	Bₖ with less leader modification with k=16	60.	3.75	1000000	18109|36229|54455|72958|90923|109066|126878|145594|162994|182794	block	1 per confirmed block	none		1029.|2105.|3281.|4490.|5413.|6530.|7635.|8863.|9967.|11395.	22.874260361		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	8	Bₖ with k=8	600.	75.	1000000	18263|36216|54781|72676|90680|108993|127560|145947|163712|181172	constant	1 per confirmed pow solution	none		18199.|36105.|54621.|72490.|90419.|108691.|127216.|145570.|163291.|180654.	42.85656711		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk	8	Bₖ with k=8	600.	75.	1000000	18263|36216|54781|72676|90680|108993|127560|145947|163712|181172	block	1 per confirmed block	none		2275.|4524.|6768.|8991.|11356.|13606.|15991.|18208.|20558.|22380.	44.703227456		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	32	Bₖ with less leader modification with k=32	30.	0.9375	1000000	17908|36130|54454|72718|91020|109383|127187|145494|163561|182145	constant	1 per confirmed pow solution	none		16591.|33606.|50781.|67955.|85198.|102689.|119843.|137386.|154866.|172941.	15.652804558		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	32	Bₖ with less leader modification with k=32	30.	0.9375	1000000	17908|36130|54454|72718|91020|109383|127187|145494|163561|182145	block	1 per confirmed block	none		412.|910.|1409.|1936.|2463.|3040.|3825.|4314.|5202.|5922.	16.786794639		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	32	Bₖ with less leader modification with k=32	60.	1.875	1000000	17926|36220|54466|73085|90959|109230|127194|144814|163824|182282	constant	1 per confirmed pow solution	none		17276.|34917.|52603.|70596.|88054.|105914.|123450.|140786.|159339.|177689.	13.832027835		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	32	Bₖ with less leader modification with k=32	60.	1.875	1000000	17926|36220|54466|73085|90959|109230|127194|144814|163824|182282	block	1 per confirmed block	none		531.|1015.|1488.|2035.|2707.|3277.|3916.|4491.|5032.|5840.	15.241542252		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	8	George's protocol with k=8	600.	75.	1000000	17879|36259|54336|72895|90811|109502|126989|145606|163560|182163	constant	max k per confirmed block, d/k per pow solution on longest chain of votes (d ∊ 1..k = height since last block)	none		17816.|36116.|54173.|72661.|90518.|109208.|126585.|145192.|163119.|181724.	27.095834972		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	8	George's protocol with k=8	600.	75.	1000000	17879|36259|54336|72895|90811|109502|126989|145606|163560|182163	discount	1 per confirmed pow solution	none		17651.875|35789.875|53696.|72042.|89732.|108238.625|125495.25|143946.5|161732.25|180202.625	28.619462095		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	8	George's protocol with k=8	600.	75.	1000000	17879|36259|54336|72895|90811|109502|126989|145606|163560|182163	punish	max k per confirmed block, 1 per pow solution on longest chain of votes	none		17625.|35739.|53616.|72000.|89684.|108219.|125503.|143986.|161795.|180360.	30.039415529		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	8	George's protocol with k=8	600.	75.	1000000	17879|36259|54336|72895|90811|109502|126989|145606|163560|182163	hybrid	max k per confirmed block, d/k per pow solution on longest chain of votes (d ∊ 1..k = height since last block)	none		17486.375|35462.75|53211.75|71466.625|89005.625|107379.5|124555.75|142898.875|160581.25|179016.375	31.325787326		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	8	George's protocol with k=8	600.	75.	1000000	17879|36259|54336|72895|90811|109502|126989|145606|163560|182163	block	1 per confirmed block	none		2255.|4528.|6821.|9116.|11542.|13700.|15613.|17977.|20225.|22862.	32.117158203		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	32	Bₖ with less leader modification with k=32	300.	9.375	1000000	17942|36263|54431|72909|91470|109015|127305|144627|163760|182278	constant	1 per confirmed pow solution	none		17821.|36003.|54080.|72422.|90887.|108314.|126498.|143813.|162896.|181378.	12.628837238		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	32	Bₖ with less leader modification with k=32	300.	9.375	1000000	17942|36263|54431|72909|91470|109015|127305|144627|163760|182278	block	1 per confirmed block	none		547.|1115.|1649.|2299.|2812.|3372.|3978.|4498.|5048.|5748.	13.791043729		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	32	Bₖ with less leader modification with k=32	600.	18.75	1000000	17869|36211|54358|72707|90762|109513|127206|145592|163463|182319	constant	1 per confirmed pow solution	none		17817.|36084.|54150.|72496.|90484.|109169.|126853.|145192.|163049.|181858.	12.271024494		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	32	Bₖ with less leader modification with k=32	600.	18.75	1000000	17869|36211|54358|72707|90762|109513|127206|145592|163463|182319	block	1 per confirmed block	none		549.|1098.|1661.|2257.|2781.|3445.|3981.|4539.|5151.|5699.	13.534382042		
