network	network_description	compute	protocol	k	protocol_description	block_interval	activation_delay	number_activations	activations	incentive_scheme	incentive_scheme_description	strategy	strategy_description	reward	machine_duration_s	error	
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	1	George's protocol with k=1	600.	600.	1000000	18054|36602|54721|72633|90925|109089|127159|145460|163610|181747	constant	max k per confirmed block, d/k per pow solution on longest chain of votes (d ∊ 1..k = height since last block)	none		18023.|36528.|54638.|72490.|90764.|108936.|126988.|145239.|163392.|181546.	10.583151695		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	1	George's protocol with k=1	600.	600.	1000000	18054|36602|54721|72633|90925|109089|127159|145460|163610|181747	discount	1 per confirmed pow solution	none		18023.|36528.|54638.|72490.|90764.|108936.|126988.|145239.|163392.|181546.	10.883414198		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	1	George's protocol with k=1	600.	600.	1000000	18054|36602|54721|72633|90925|109089|127159|145460|163610|181747	punish	max k per confirmed block, 1 per pow solution on longest chain of votes	none		18023.|36528.|54638.|72490.|90764.|108936.|126988.|145239.|163392.|181546.	11.200781391		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	1	George's protocol with k=1	600.	600.	1000000	18054|36602|54721|72633|90925|109089|127159|145460|163610|181747	hybrid	max k per confirmed block, d/k per pow solution on longest chain of votes (d ∊ 1..k = height since last block)	none		18023.|36528.|54638.|72490.|90764.|108936.|126988.|145239.|163392.|181546.	11.535387671		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	1	George's protocol with k=1	600.	600.	1000000	18054|36602|54721|72633|90925|109089|127159|145460|163610|181747	block	1 per confirmed block	none		18023.|36528.|54638.|72490.|90764.|108936.|126988.|145239.|163392.|181546.	11.844498602		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	nakamoto	1	Nakamoto consensus	60.	60.	1000000	18054|36602|54721|72633|90925|109089|127159|145460|163610|181747	block	1 per confirmed block	none		17748.|35965.|53795.|71431.|89529.|107449.|125329.|143502.|161398.|179460.	11.997479315		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	nakamoto	1	Nakamoto consensus	120.	120.	1000000	18054|36602|54721|72633|90925|109089|127159|145460|163610|181747	block	1 per confirmed block	none		17903.|36242.|54267.|72020.|90172.|108268.|126251.|144461.|162498.|180632.	12.104631665		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	1	Bₖ with less leader modification with k=1	60.	60.	1000000	18054|36602|54721|72633|90925|109089|127159|145460|163610|181747	constant	1 per confirmed pow solution	none		17748.|35965.|53795.|71431.|89529.|107449.|125329.|143502.|161398.|179460.	12.134888587		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	1	Bₖ with less leader modification with k=1	60.	60.	1000000	18054|36602|54721|72633|90925|109089|127159|145460|163610|181747	block	1 per confirmed block	none		17748.|35965.|53795.|71431.|89529.|107449.|125329.|143502.|161398.|179460.	12.477406619		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	2	Bₖ with less leader modification with k=2	30.	15.	1000000	18054|36602|54721|72633|90925|109089|127159|145460|163610|181747	constant	1 per confirmed pow solution	none		16809.|34177.|51208.|68176.|85601.|102872.|120246.|137974.|155567.|173102.	13.378055727		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	2	Bₖ with less leader modification with k=2	30.	15.	1000000	18054|36602|54721|72633|90925|109089|127159|145460|163610|181747	block	1 per confirmed block	none		8358.|16959.|25484.|34021.|42763.|51510.|60383.|69249.|77816.|86323.	14.016887273		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	nakamoto	1	Nakamoto consensus	300.	300.	1000000	18054|36602|54721|72633|90925|109089|127159|145460|163610|181747	block	1 per confirmed block	none		17987.|36469.|54553.|72379.|90608.|108776.|126803.|145061.|163169.|181331.	15.532481647		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	nakamoto	1	Nakamoto consensus	600.	600.	1000000	18054|36602|54721|72633|90925|109089|127159|145460|163610|181747	block	1 per confirmed block	none		18023.|36528.|54638.|72490.|90764.|108936.|126988.|145239.|163392.|181546.	15.537923349		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	1	Bₖ with less leader modification with k=1	300.	300.	1000000	18054|36602|54721|72633|90925|109089|127159|145460|163610|181747	constant	1 per confirmed pow solution	none		17987.|36469.|54553.|72379.|90608.|108776.|126803.|145061.|163169.|181331.	14.804585542		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	1	Bₖ with less leader modification with k=1	300.	300.	1000000	18054|36602|54721|72633|90925|109089|127159|145460|163610|181747	block	1 per confirmed block	none		17987.|36469.|54553.|72379.|90608.|108776.|126803.|145061.|163169.|181331.	15.568756461		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	nakamoto	1	Nakamoto consensus	30.	30.	1000000	18054|36602|54721|72633|90925|109089|127159|145460|163610|181747	block	1 per confirmed block	none		17407.|35320.|52892.|70276.|88203.|105884.|123574.|141655.|159332.|177308.	15.613305637		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	2	Bₖ with less leader modification with k=2	600.	300.	1000000	18054|36602|54721|72633|90925|109089|127159|145460|163610|181747	constant	1 per confirmed pow solution	none		17987.|36469.|54553.|72379.|90608.|108776.|126803.|145061.|163169.|181331.	15.338626636		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	2	Bₖ with less leader modification with k=2	600.	300.	1000000	18054|36602|54721|72633|90925|109089|127159|145460|163610|181747	block	1 per confirmed block	none		8953.|18352.|27472.|36210.|45315.|54252.|63379.|72483.|81622.|90530.	16.456257068		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	2	George's protocol with k=2	30.	15.	1000000	18054|36602|54721|72633|90925|109089|127159|145460|163610|181747	constant	max k per confirmed block, d/k per pow solution on longest chain of votes (d ∊ 1..k = height since last block)	none		16810.|34170.|51197.|68170.|85596.|102882.|120231.|137981.|155586.|173109.	11.945508311		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	2	George's protocol with k=2	30.	15.	1000000	18054|36602|54721|72633|90925|109089|127159|145460|163610|181747	discount	1 per confirmed pow solution	none		16810.|34170.|51197.|68170.|85596.|102882.|120231.|137981.|155586.|173109.	12.828678139		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	2	George's protocol with k=2	30.	15.	1000000	18054|36602|54721|72633|90925|109089|127159|145460|163610|181747	punish	max k per confirmed block, 1 per pow solution on longest chain of votes	none		16810.|34170.|51197.|68170.|85596.|102882.|120231.|137981.|155586.|173109.	13.76778034		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	2	George's protocol with k=2	30.	15.	1000000	18054|36602|54721|72633|90925|109089|127159|145460|163610|181747	hybrid	max k per confirmed block, d/k per pow solution on longest chain of votes (d ∊ 1..k = height since last block)	none		16810.|34170.|51197.|68170.|85596.|102882.|120231.|137981.|155586.|173109.	15.625737578		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	2	George's protocol with k=2	30.	15.	1000000	18054|36602|54721|72633|90925|109089|127159|145460|163610|181747	block	1 per confirmed block	none		8361.|16953.|25481.|34019.|42760.|51522.|60372.|69249.|77826.|86323.	16.735742932		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	1	Bₖ with less leader modification with k=1	30.	30.	1000000	18054|36602|54721|72633|90925|109089|127159|145460|163610|181747	constant	1 per confirmed pow solution	none		17407.|35320.|52892.|70276.|88203.|105884.|123574.|141655.|159332.|177308.	18.194690755		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	1	Bₖ with less leader modification with k=1	30.	30.	1000000	18054|36602|54721|72633|90925|109089|127159|145460|163610|181747	block	1 per confirmed block	none		17407.|35320.|52892.|70276.|88203.|105884.|123574.|141655.|159332.|177308.	18.979793772		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	1	Bₖ with less leader modification with k=1	120.	120.	1000000	18054|36602|54721|72633|90925|109089|127159|145460|163610|181747	constant	1 per confirmed pow solution	none		17903.|36242.|54267.|72020.|90172.|108268.|126251.|144461.|162498.|180632.	18.414712051		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	1	Bₖ with less leader modification with k=1	120.	120.	1000000	18054|36602|54721|72633|90925|109089|127159|145460|163610|181747	block	1 per confirmed block	none		17903.|36242.|54267.|72020.|90172.|108268.|126251.|144461.|162498.|180632.	19.161764309		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	1	George's protocol with k=1	30.	30.	1000000	18054|36602|54721|72633|90925|109089|127159|145460|163610|181747	constant	max k per confirmed block, d/k per pow solution on longest chain of votes (d ∊ 1..k = height since last block)	none		17407.|35320.|52892.|70276.|88203.|105884.|123574.|141655.|159332.|177308.	17.555349729		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	1	George's protocol with k=1	30.	30.	1000000	18054|36602|54721|72633|90925|109089|127159|145460|163610|181747	discount	1 per confirmed pow solution	none		17407.|35320.|52892.|70276.|88203.|105884.|123574.|141655.|159332.|177308.	17.977848606		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	1	George's protocol with k=1	30.	30.	1000000	18054|36602|54721|72633|90925|109089|127159|145460|163610|181747	punish	max k per confirmed block, 1 per pow solution on longest chain of votes	none		17407.|35320.|52892.|70276.|88203.|105884.|123574.|141655.|159332.|177308.	18.392492716		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	1	George's protocol with k=1	30.	30.	1000000	18054|36602|54721|72633|90925|109089|127159|145460|163610|181747	hybrid	max k per confirmed block, d/k per pow solution on longest chain of votes (d ∊ 1..k = height since last block)	none		17407.|35320.|52892.|70276.|88203.|105884.|123574.|141655.|159332.|177308.	18.812607299		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	1	George's protocol with k=1	30.	30.	1000000	18054|36602|54721|72633|90925|109089|127159|145460|163610|181747	block	1 per confirmed block	none		17407.|35320.|52892.|70276.|88203.|105884.|123574.|141655.|159332.|177308.	19.195651522		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	1	George's protocol with k=1	120.	120.	1000000	18054|36602|54721|72633|90925|109089|127159|145460|163610|181747	constant	max k per confirmed block, d/k per pow solution on longest chain of votes (d ∊ 1..k = height since last block)	none		17903.|36242.|54267.|72020.|90172.|108268.|126251.|144461.|162498.|180632.	17.096825709		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	1	George's protocol with k=1	120.	120.	1000000	18054|36602|54721|72633|90925|109089|127159|145460|163610|181747	discount	1 per confirmed pow solution	none		17903.|36242.|54267.|72020.|90172.|108268.|126251.|144461.|162498.|180632.	17.829775468		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	1	George's protocol with k=1	120.	120.	1000000	18054|36602|54721|72633|90925|109089|127159|145460|163610|181747	punish	max k per confirmed block, 1 per pow solution on longest chain of votes	none		17903.|36242.|54267.|72020.|90172.|108268.|126251.|144461.|162498.|180632.	18.4169301		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	1	George's protocol with k=1	120.	120.	1000000	18054|36602|54721|72633|90925|109089|127159|145460|163610|181747	hybrid	max k per confirmed block, d/k per pow solution on longest chain of votes (d ∊ 1..k = height since last block)	none		17903.|36242.|54267.|72020.|90172.|108268.|126251.|144461.|162498.|180632.	19.264912023		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	1	George's protocol with k=1	120.	120.	1000000	18054|36602|54721|72633|90925|109089|127159|145460|163610|181747	block	1 per confirmed block	none		17903.|36242.|54267.|72020.|90172.|108268.|126251.|144461.|162498.|180632.	19.897954211		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	1	Bₖ with less leader modification with k=1	600.	600.	1000000	18054|36602|54721|72633|90925|109089|127159|145460|163610|181747	constant	1 per confirmed pow solution	none		18023.|36528.|54638.|72490.|90764.|108936.|126988.|145239.|163392.|181546.	21.019149366		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	1	Bₖ with less leader modification with k=1	600.	600.	1000000	18054|36602|54721|72633|90925|109089|127159|145460|163610|181747	block	1 per confirmed block	none		18023.|36528.|54638.|72490.|90764.|108936.|126988.|145239.|163392.|181546.	21.406534136		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	1	George's protocol with k=1	300.	300.	1000000	18054|36602|54721|72633|90925|109089|127159|145460|163610|181747	constant	max k per confirmed block, d/k per pow solution on longest chain of votes (d ∊ 1..k = height since last block)	none		17987.|36469.|54553.|72379.|90608.|108776.|126803.|145061.|163169.|181331.	18.343873761		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	1	George's protocol with k=1	300.	300.	1000000	18054|36602|54721|72633|90925|109089|127159|145460|163610|181747	discount	1 per confirmed pow solution	none		17987.|36469.|54553.|72379.|90608.|108776.|126803.|145061.|163169.|181331.	19.055005346		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	1	George's protocol with k=1	300.	300.	1000000	18054|36602|54721|72633|90925|109089|127159|145460|163610|181747	punish	max k per confirmed block, 1 per pow solution on longest chain of votes	none		17987.|36469.|54553.|72379.|90608.|108776.|126803.|145061.|163169.|181331.	19.822239687		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	1	George's protocol with k=1	300.	300.	1000000	18054|36602|54721|72633|90925|109089|127159|145460|163610|181747	hybrid	max k per confirmed block, d/k per pow solution on longest chain of votes (d ∊ 1..k = height since last block)	none		17987.|36469.|54553.|72379.|90608.|108776.|126803.|145061.|163169.|181331.	20.62297108		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	1	George's protocol with k=1	300.	300.	1000000	18054|36602|54721|72633|90925|109089|127159|145460|163610|181747	block	1 per confirmed block	none		17987.|36469.|54553.|72379.|90608.|108776.|126803.|145061.|163169.|181331.	21.427863031		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	1	George's protocol with k=1	60.	60.	1000000	18054|36602|54721|72633|90925|109089|127159|145460|163610|181747	constant	max k per confirmed block, d/k per pow solution on longest chain of votes (d ∊ 1..k = height since last block)	none		17748.|35965.|53795.|71431.|89529.|107449.|125329.|143502.|161398.|179460.	18.462977053		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	1	George's protocol with k=1	60.	60.	1000000	18054|36602|54721|72633|90925|109089|127159|145460|163610|181747	discount	1 per confirmed pow solution	none		17748.|35965.|53795.|71431.|89529.|107449.|125329.|143502.|161398.|179460.	19.299336317		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	1	George's protocol with k=1	60.	60.	1000000	18054|36602|54721|72633|90925|109089|127159|145460|163610|181747	punish	max k per confirmed block, 1 per pow solution on longest chain of votes	none		17748.|35965.|53795.|71431.|89529.|107449.|125329.|143502.|161398.|179460.	20.095609581		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	1	George's protocol with k=1	60.	60.	1000000	18054|36602|54721|72633|90925|109089|127159|145460|163610|181747	hybrid	max k per confirmed block, d/k per pow solution on longest chain of votes (d ∊ 1..k = height since last block)	none		17748.|35965.|53795.|71431.|89529.|107449.|125329.|143502.|161398.|179460.	20.974766792		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	1	George's protocol with k=1	60.	60.	1000000	18054|36602|54721|72633|90925|109089|127159|145460|163610|181747	block	1 per confirmed block	none		17748.|35965.|53795.|71431.|89529.|107449.|125329.|143502.|161398.|179460.	21.711234774		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	2	George's protocol with k=2	60.	30.	1000000	18054|36602|54721|72633|90925|109089|127159|145460|163610|181747	constant	max k per confirmed block, d/k per pow solution on longest chain of votes (d ∊ 1..k = height since last block)	none		17407.|35320.|52892.|70276.|88202.|105884.|123574.|141655.|159332.|177308.	16.773433929		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	2	George's protocol with k=2	60.	30.	1000000	18054|36602|54721|72633|90925|109089|127159|145460|163610|181747	discount	1 per confirmed pow solution	none		17407.|35320.|52892.|70276.|88202.|105884.|123574.|141655.|159332.|177308.	18.862016381		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	2	George's protocol with k=2	60.	30.	1000000	18054|36602|54721|72633|90925|109089|127159|145460|163610|181747	punish	max k per confirmed block, 1 per pow solution on longest chain of votes	none		17407.|35320.|52892.|70276.|88202.|105884.|123574.|141655.|159332.|177308.	20.901332639		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	2	George's protocol with k=2	60.	30.	1000000	18054|36602|54721|72633|90925|109089|127159|145460|163610|181747	hybrid	max k per confirmed block, d/k per pow solution on longest chain of votes (d ∊ 1..k = height since last block)	none		17407.|35320.|52892.|70276.|88202.|105884.|123574.|141655.|159332.|177308.	22.946772908		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	2	George's protocol with k=2	60.	30.	1000000	18054|36602|54721|72633|90925|109089|127159|145460|163610|181747	block	1 per confirmed block	none		8637.|17659.|26557.|35203.|43904.|52861.|61869.|70940.|79711.|88584.	24.208555007		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	2	Bₖ with less leader modification with k=2	60.	30.	1000000	18054|36602|54721|72633|90925|109089|127159|145460|163610|181747	constant	1 per confirmed pow solution	none		17405.|35326.|52899.|70276.|88196.|105896.|123576.|141645.|159334.|177297.	22.951908124		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	2	Bₖ with less leader modification with k=2	60.	30.	1000000	18054|36602|54721|72633|90925|109089|127159|145460|163610|181747	block	1 per confirmed block	none		8636.|17662.|26559.|35204.|43901.|52867.|61869.|70938.|79710.|88579.	24.337585522		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	2	George's protocol with k=2	120.	60.	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	constant	max k per confirmed block, d/k per pow solution on longest chain of votes (d ∊ 1..k = height since last block)	none		17748.|35367.|53570.|71750.|89409.|107300.|125947.|143682.|160815.|179984.	11.438058286		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	2	George's protocol with k=2	120.	60.	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	discount	1 per confirmed pow solution	none		17748.|35367.|53570.|71750.|89409.|107300.|125947.|143682.|160815.|179984.	12.318104529		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	2	George's protocol with k=2	120.	60.	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	punish	max k per confirmed block, 1 per pow solution on longest chain of votes	none		17748.|35367.|53570.|71750.|89409.|107300.|125947.|143682.|160815.|179984.	13.102351841		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	2	George's protocol with k=2	120.	60.	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	hybrid	max k per confirmed block, d/k per pow solution on longest chain of votes (d ∊ 1..k = height since last block)	none		17748.|35367.|53570.|71750.|89409.|107300.|125947.|143682.|160815.|179984.	13.833315074		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	2	George's protocol with k=2	120.	60.	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	block	1 per confirmed block	none		9048.|17771.|26621.|35831.|44516.|53825.|62880.|71835.|80509.|89950.	14.619966753		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	2	George's protocol with k=2	600.	300.	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	constant	max k per confirmed block, d/k per pow solution on longest chain of votes (d ∊ 1..k = height since last block)	none		18032.|35878.|54329.|72616.|90547.|108576.|127358.|145294.|162569.|181911.	11.722569744		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	2	George's protocol with k=2	600.	300.	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	discount	1 per confirmed pow solution	none		18032.|35878.|54329.|72616.|90547.|108576.|127358.|145294.|162569.|181911.	12.544407022		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	2	George's protocol with k=2	600.	300.	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	punish	max k per confirmed block, 1 per pow solution on longest chain of votes	none		18032.|35878.|54329.|72616.|90547.|108576.|127358.|145294.|162569.|181911.	13.363503941		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	2	George's protocol with k=2	600.	300.	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	hybrid	max k per confirmed block, d/k per pow solution on longest chain of votes (d ∊ 1..k = height since last block)	none		18032.|35878.|54329.|72616.|90547.|108576.|127358.|145294.|162569.|181911.	14.088980952		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	george	2	George's protocol with k=2	600.	300.	1000000	18095|36012|54477|72842|90841|108910|127724|145697|163028|182374	block	1 per confirmed block	none		9107.|18035.|27022.|36373.|45139.|54335.|63533.|72551.|81542.|90918.	14.70535041		
honest-clique-10	10 nodes, compute 1..10, simple dissemination, uniform propagation delay 0.5 .. 1.5	1.|2.|3.|4.|5.|6.|7.|8.|9.|10.	bk+ll	2	Bₖ with less leader modification with k=2	300.	150.	1000000	18054|36602|54721|72633|90925|109089|127159|145460|163610|181747	constant	1 per confirmed pow solution	none		17930.|36313.|54361.|72136.|90322.|108442.|126454.|144660.|162715.|180873.	25.594671526		
